pdb_file,bsa
complex.0_0_21_corrected_H_0001,932.0389294281304
complex.0_0_22_corrected_H_0001,1321.2284147759747
complex.0_0_2_corrected_H_0001,684.8876971703176
complex.0_0_30_corrected_H_0001,1385.2366343964768
complex.0_0_31_corrected_H_0001,2013.6753994302599
complex.0_0_35_corrected_H_0001,1506.7497613183368
complex.0_0_6_corrected_H_0001,965.4988757075662
complex.0_0_9_corrected_H_0001,770.8578698586698
complex.0_10_0_corrected_H_0001,1399.6754886874223
complex.0_10_14_corrected_H_0001,1496.493805109314
complex.0_10_15_corrected_H_0001,1907.5861311968547
complex.0_10_25_corrected_H_0001,2074.2597867096156
complex.0_10_35_corrected_H_0001,2089.874147231769
complex.0_11_17_corrected_H_0001,1772.2666842205508
complex.0_11_25_corrected_H_0001,2270.022142901107
complex.0_11_36_corrected_H_0001,1814.5349104935322
complex.0_12_0_corrected_H_0001,2559.201978362089
complex.0_12_11_corrected_H_0001,2207.3210239605924
complex.0_12_21_corrected_H_0001,2410.9438535551217
complex.0_12_33_corrected_H_0001,2184.4321018137343
complex.0_12_37_corrected_H_0001,1924.1685322714366
complex.0_12_42_corrected_H_0001,1988.9710744470685
complex.0_12_46_corrected_H_0001,2046.7504746632221
complex.0_13_14_corrected_H_0001,2063.6023262267863
complex.0_13_17_corrected_H_0001,2014.1195704259117
complex.0_14_12_corrected_H_0001,2121.1679637028665
complex.0_14_1_corrected_H_0001,2309.662818609342
complex.0_14_27_corrected_H_0001,2093.4203075741025
complex.0_14_29_corrected_H_0001,2102.743869212476
complex.0_15_10_corrected_H_0001,2257.780877746345
complex.0_15_12_corrected_H_0001,2476.0801525078914
complex.0_15_26_corrected_H_0001,2167.9618381285763
complex.0_15_27_corrected_H_0001,2232.3153925245533
complex.0_15_2_corrected_H_0001,2071.8694785653915
complex.0_15_38_corrected_H_0001,1979.2566242281628
complex.0_15_46_corrected_H_0001,2208.5467509252358
complex.0_15_9_corrected_H_0001,2230.101720017552
complex.0_16_27_corrected_H_0001,2477.7690302494666
complex.0_16_29_corrected_H_0001,2270.793434232919
complex.0_16_32_corrected_H_0001,2473.55147532732
complex.0_16_37_corrected_H_0001,2237.588864324711
complex.0_16_44_corrected_H_0001,2275.7070629629634
complex.0_17_11_corrected_H_0001,2159.6496539857126
complex.0_17_15_corrected_H_0001,2244.0045793426616
complex.0_17_17_corrected_H_0001,2155.595000949237
complex.0_17_31_corrected_H_0001,2175.187282459696
complex.0_17_45_corrected_H_0001,2391.2663950230162
complex.0_17_4_corrected_H_0001,2174.4534891771855
complex.0_18_24_corrected_H_0001,2148.1237808318565
complex.0_18_9_corrected_H_0001,2125.985491761421
complex.0_19_0_corrected_H_0001,2191.1608649251193
complex.0_19_2_corrected_H_0001,2227.5200966106895
complex.0_1_0_corrected_H_0001,1555.2153280700404
complex.0_1_13_corrected_H_0001,1094.3582313148818
complex.0_1_21_corrected_H_0001,639.4970010268553
complex.0_1_34_corrected_H_0001,1507.0674017144029
complex.0_1_4_corrected_H_0001,1713.6899630308872
complex.0_2_10_corrected_H_0001,956.8492178807937
complex.0_2_12_corrected_H_0001,883.1819981034114
complex.0_2_14_corrected_H_0001,1317.7057569459212
complex.0_2_21_corrected_H_0001,1616.0979828621876
complex.0_2_23_corrected_H_0001,968.1572123470505
complex.0_2_24_corrected_H_0001,876.2668830614421
complex.0_2_38_corrected_H_0001,1032.8065104931811
complex.0_2_42_corrected_H_0001,859.1439104322308
complex.0_2_49_corrected_H_0001,1130.1437876057207
complex.0_2_5_corrected_H_0001,1793.9595964467935
complex.0_2_9_corrected_H_0001,1273.3386173819817
complex.0_3_15_corrected_H_0001,1225.5790769192135
complex.0_3_18_corrected_H_0001,1567.5047965409376
complex.0_3_25_corrected_H_0001,1422.145909620027
complex.0_3_26_corrected_H_0001,1522.1413486489018
complex.0_3_27_corrected_H_0001,1531.3332802305958
complex.0_3_30_corrected_H_0001,1128.7650589431323
