pdb_file,interface_flatness
sampled_1itb_model_1_1itb,0.9940612768254824
sampled_1itb_model_10_1itb,0.9894722634633554
sampled_1itb_model_100_1itb,0.9848832501012282
sampled_1itb_model_101_1itb,0.7615062761506276
sampled_1itb_model_102_1itb,0.9418275070859764
sampled_1itb_model_103_1itb,0.9713861519773248
sampled_1itb_model_104_1itb,0.9284653799433122
sampled_1itb_model_105_1itb,0.9029558644891348
sampled_1itb_model_106_1itb,0.9030908354703738
sampled_1itb_model_107_1itb,0.975975165339452
sampled_1itb_model_108_1itb,0.8682683223107032
sampled_1itb_model_109_1itb,0.9356188419489808
sampled_1itb_model_11_1itb,0.98042920772034
sampled_1itb_model_110_1itb,0.8156296396274801
sampled_1itb_model_111_1itb,0.8711027129167229
sampled_1itb_model_112_1itb,0.9366986097988932
sampled_1itb_model_113_1itb,0.9541098663787284
sampled_1itb_model_114_1itb,0.8559859630179512
sampled_1itb_model_115_1itb,0.9634228640842218
sampled_1itb_model_116_1itb,0.9870427858010528
sampled_1itb_model_117_1itb,0.9858280469699016
sampled_1itb_model_118_1itb,0.9327844513429612
sampled_1itb_model_119_1itb,0.911728978269672
sampled_1itb_model_12_1itb,0.9947361317316776
sampled_1itb_model_120_1itb,0.9817789175327304
sampled_1itb_model_121_1itb,0.9334593062491564
sampled_1itb_model_122_1itb,0.9126737751383452
sampled_1itb_model_123_1itb,0.987717640707248
sampled_1itb_model_124_1itb,0.883655014171953
sampled_1itb_model_125_1itb,0.9739506006208664
sampled_1itb_model_126_1itb,0.8743420164664597
sampled_1itb_model_127_1itb,0.8508570657308678
sampled_1itb_model_128_1itb,0.9686867323525442
sampled_1itb_model_129_1itb,0.9696315292212174
sampled_1itb_model_13_1itb,0.988257524632204
sampled_1itb_model_130_1itb,0.9589688217033338
sampled_1itb_model_131_1itb,0.9703063841274128
sampled_1itb_model_132_1itb,0.9863679308948576
sampled_1itb_model_133_1itb,0.9425023619921716
sampled_1itb_model_134_1itb,0.979349439870428
sampled_1itb_model_135_1itb,0.9379133486300444
sampled_1itb_model_136_1itb,0.9662572546902416
sampled_1itb_model_137_1itb,0.971521122958564
sampled_1itb_model_138_1itb,0.9611283574031584
sampled_1itb_model_139_1itb,0.9082197327574572
sampled_1itb_model_14_1itb,0.9910919152382238
sampled_1itb_model_140_1itb,0.9734107166959104
sampled_1itb_model_141_1itb,0.9797543528141448
sampled_1itb_model_142_1itb,0.8937778377648805
sampled_1itb_model_143_1itb,0.9848832501012282
sampled_1itb_model_144_1itb,0.9775948171143204
sampled_1itb_model_145_1itb,0.879335942772304
sampled_1itb_model_146_1itb,0.9002564448643542
sampled_1itb_model_147_1itb,0.9461465784856256
sampled_1itb_model_148_1itb,0.9527601565663384
sampled_1itb_model_149_1itb,0.9761101363206912
sampled_1itb_model_15_1itb,0.9885274665946822
sampled_1itb_model_150_1itb,0.9572141989472264
sampled_1itb_model_151_1itb,0.9573491699284654
sampled_1itb_model_152_1itb,0.9747604265083007
sampled_1itb_model_153_1itb,0.9431772168983668
sampled_1itb_model_154_1itb,0.940207855311108
sampled_1itb_model_155_1itb,0.9311647995680928
sampled_1itb_model_156_1itb,0.9229315697125118
sampled_1itb_model_157_1itb,0.8848697530031043
sampled_1itb_model_158_1itb,0.9636928060467
sampled_1itb_model_159_1itb,0.9802942367391012
sampled_1itb_model_16_1itb,0.9777297880955594
sampled_1itb_model_160_1itb,0.9535699824537724
sampled_1itb_model_161_1itb,0.979619381832906
sampled_1itb_model_162_1itb,0.9781347010392766
sampled_1itb_model_163_1itb,0.976515049264408
sampled_1itb_model_164_1itb,0.8901336212714266
sampled_1itb_model_165_1itb,0.8801457686597381
sampled_1itb_model_166_1itb,0.8805506816034553
sampled_1itb_model_167_1itb,0.8509920367121069
sampled_1itb_model_168_1itb,0.859495208530166
sampled_1itb_model_169_1itb,0.947766230260494
sampled_1itb_model_17_1itb,0.9892023215008772
sampled_1itb_model_170_1itb,0.9431772168983668
sampled_1itb_model_171_1itb,0.7883655014171953
sampled_1itb_model_172_1itb,0.9669321095964368
sampled_1itb_model_173_1itb,0.9616682413281143
sampled_1itb_model_174_1itb,0.915913078688082
sampled_1itb_model_175_1itb,0.9537049534350116
sampled_1itb_model_176_1itb,0.8654339317046835
sampled_1itb_model_177_1itb,0.9450668106357132
sampled_1itb_model_178_1itb,0.975435281414496
sampled_1itb_model_179_1itb,0.8427588068565258
sampled_1itb_model_18_1itb,0.9630179511405048
sampled_1itb_model_180_1itb,0.8951275475772709
sampled_1itb_model_181_1itb,0.8879740855716021
sampled_1itb_model_182_1itb,0.8706977999730058
sampled_1itb_model_183_1itb,0.8947226346335538
sampled_1itb_model_184_1itb,0.959913618572007
sampled_1itb_model_185_1itb,0.8504521527871508
sampled_1itb_model_186_1itb,0.9252260763935752
sampled_1itb_model_187_1itb,0.972330948845998
sampled_1itb_model_188_1itb,0.9790794979079498
sampled_1itb_model_189_1itb,0.9707112970711296
sampled_1itb_model_19_1itb,0.9931164799568092
sampled_1itb_model_190_1itb,0.8862194628154947
sampled_1itb_model_191_1itb,0.9070049939263058
sampled_1itb_model_192_1itb,0.9568092860035092
sampled_1itb_model_193_1itb,0.9055203131326764
sampled_1itb_model_194_1itb,0.863274396004859
sampled_1itb_model_195_1itb,0.952220272641382
sampled_1itb_model_196_1itb,0.947901201241733
sampled_1itb_model_197_1itb,0.9682818194088272
sampled_1itb_model_198_1itb,0.9389931164799568
sampled_1itb_model_199_1itb,0.9659873127277636
sampled_1itb_model_2_1itb,0.992036712106897
sampled_1itb_model_20_1itb,0.9809690916452962
sampled_1itb_model_200_1itb,0.9694965582399784
sampled_1itb_model_201_1itb,0.968416790390066
sampled_1itb_model_202_1itb,0.9650425158590904
sampled_1itb_model_203_1itb,0.887299230665407
sampled_1itb_model_204_1itb,0.86732352544203
sampled_1itb_model_205_1itb,0.9205020920502092
sampled_1itb_model_206_1itb,0.9645026319341342
sampled_1itb_model_207_1itb,0.8586853826427319
sampled_1itb_model_208_1itb,0.895532460520988
sampled_1itb_model_209_1itb,0.8311513024699689
sampled_1itb_model_21_1itb,0.9832635983263598
sampled_1itb_model_210_1itb,0.9259009312997706
sampled_1itb_model_211_1itb,0.9071399649075448
sampled_1itb_model_212_1itb,0.8454582264813065
sampled_1itb_model_213_1itb,0.9257659603185316
sampled_1itb_model_214_1itb,0.9400728843298692
sampled_1itb_model_215_1itb,0.7940342826292347
sampled_1itb_model_216_1itb,0.9160480496693212
sampled_1itb_model_217_1itb,0.8809555945471723
sampled_1itb_model_218_1itb,0.947901201241733
sampled_1itb_model_219_1itb,0.8125253070589823
sampled_1itb_model_22_1itb,0.9928465379943312
sampled_1itb_model_220_1itb,0.8935078958024025
sampled_1itb_model_221_1itb,0.955594547172358
sampled_1itb_model_222_1itb,0.9690916452962614
sampled_1itb_model_223_1itb,0.9445269267107572
sampled_1itb_model_224_1itb,0.955594547172358
sampled_1itb_model_225_1itb,0.9731407747334324
sampled_1itb_model_226_1itb,0.8164394655149143
sampled_1itb_model_227_1itb,0.8199487110271292
sampled_1itb_model_228_1itb,0.8758266972600891
sampled_1itb_model_229_1itb,0.9389931164799568
sampled_1itb_model_23_1itb,0.9950060736941556
sampled_1itb_model_230_1itb,0.8144149007963288
sampled_1itb_model_231_1itb,0.979619381832906
sampled_1itb_model_232_1itb,0.9452017816169525
sampled_1itb_model_233_1itb,0.9345390740990688
sampled_1itb_model_234_1itb,0.9779997300580376
sampled_1itb_model_235_1itb,0.9753003104332568
sampled_1itb_model_236_1itb,0.9748953974895398
sampled_1itb_model_237_1itb,0.9410176811985425
sampled_1itb_model_238_1itb,0.9241463085436632
sampled_1itb_model_239_1itb,0.9233364826562288
sampled_1itb_model_24_1itb,0.9887974085571604
sampled_1itb_model_240_1itb,0.9701714131461736
sampled_1itb_model_241_1itb,0.9371035227426104
sampled_1itb_model_242_1itb,0.920097179106492
sampled_1itb_model_243_1itb,0.9414225941422594
sampled_1itb_model_244_1itb,0.9562694020785532
sampled_1itb_model_245_1itb,0.9327844513429612
sampled_1itb_model_246_1itb,0.8458631394250237
sampled_1itb_model_247_1itb,0.8586853826427319
sampled_1itb_model_248_1itb,0.9811040626265352
sampled_1itb_model_249_1itb,0.9053853421514374
sampled_1itb_model_25_1itb,0.9939263058442436
sampled_1itb_model_250_1itb,0.8638142799298151
sampled_1itb_model_251_1itb,0.94830611418545
sampled_1itb_model_252_1itb,0.9747604265083007
sampled_1itb_model_253_1itb,0.9627480091780268
sampled_1itb_model_254_1itb,0.9395330004049128
sampled_1itb_model_255_1itb,0.8770414360912404
sampled_1itb_model_256_1itb,0.8986367930894857
sampled_1itb_model_257_1itb,0.9142934269132136
sampled_1itb_model_258_1itb,0.8862194628154947
sampled_1itb_model_259_1itb,0.9365636388176544
sampled_1itb_model_26_1itb,0.8299365636388176
sampled_1itb_model_260_1itb,0.9026859225266568
sampled_1itb_model_261_1itb,0.8678634093669861
sampled_1itb_model_262_1itb,0.9260359022810096
sampled_1itb_model_263_1itb,0.9456066945606696
sampled_1itb_model_264_1itb,0.8422189229315697
sampled_1itb_model_265_1itb,0.935213929005264
sampled_1itb_model_266_1itb,0.9294101768119856
sampled_1itb_model_267_1itb,0.9512754757727088
sampled_1itb_model_268_1itb,0.8068565258469429
sampled_1itb_model_269_1itb,0.899311647995681
sampled_1itb_model_27_1itb,0.9947361317316776
sampled_1itb_model_270_1itb,0.8694830611418545
sampled_1itb_model_271_1itb,0.9415575651234984
sampled_1itb_model_272_1itb,0.8813605074908895
sampled_1itb_model_273_1itb,0.7656903765690377
sampled_1itb_model_274_1itb,0.9452017816169525
sampled_1itb_model_275_1itb,0.948036172222972
sampled_1itb_model_276_1itb,0.8261573761641248
sampled_1itb_model_277_1itb,0.7878256174922391
sampled_1itb_model_278_1itb,0.8696180321230935
sampled_1itb_model_279_1itb,0.8966122283709003
sampled_1itb_model_28_1itb,0.9875826697260088
sampled_1itb_model_280_1itb,0.975705223376974
sampled_1itb_model_281_1itb,0.9111890943447158
sampled_1itb_model_282_1itb,0.8696180321230935
sampled_1itb_model_283_1itb,0.960318531515724
sampled_1itb_model_284_1itb,0.8543663112430827
sampled_1itb_model_285_1itb,0.9411526521797814
sampled_1itb_model_286_1itb,0.9711162100148468
sampled_1itb_model_287_1itb,0.9748953974895398
sampled_1itb_model_288_1itb,0.915103252800648
sampled_1itb_model_289_1itb,0.8414090970441355
sampled_1itb_model_29_1itb,0.9852881630449454
sampled_1itb_model_290_1itb,0.9132136590633014
sampled_1itb_model_291_1itb,0.9713861519773248
sampled_1itb_model_292_1itb,0.9059252260763936
sampled_1itb_model_293_1itb,0.9053853421514374
sampled_1itb_model_294_1itb,0.7882305304359563
sampled_1itb_model_295_1itb,0.9055203131326764
sampled_1itb_model_296_1itb,0.7740585774058577
sampled_1itb_model_297_1itb,0.9688217033337831
sampled_1itb_model_298_1itb,0.8038871642596842
sampled_1itb_model_299_1itb,0.9113240653259548
sampled_1itb_model_3_1itb,0.9952760156566338
sampled_1itb_model_30_1itb,0.9653124578215684
sampled_1itb_model_300_1itb,0.8578755567552976
sampled_1itb_model_301_1itb,0.7060332028613848
sampled_1itb_model_302_1itb,0.7457146713456607
sampled_1itb_model_303_1itb,0.971926035902281
sampled_1itb_model_304_1itb,0.871372654879201
sampled_1itb_model_305_1itb,0.9608584154406804
sampled_1itb_model_306_1itb,0.8486975300310433
sampled_1itb_model_307_1itb,0.8504521527871508
sampled_1itb_model_308_1itb,0.939802942367391
sampled_1itb_model_309_1itb,0.955864489134836
sampled_1itb_model_31_1itb,0.9751653394520178
sampled_1itb_model_310_1itb,0.8759616682413282
sampled_1itb_model_311_1itb,0.9701714131461736
sampled_1itb_model_312_1itb,0.7223646915913079
sampled_1itb_model_313_1itb,0.9130786880820624
sampled_1itb_model_314_1itb,0.9443919557295182
sampled_1itb_model_315_1itb,0.960318531515724
sampled_1itb_model_316_1itb,0.9002564448643542
sampled_1itb_model_317_1itb,0.8545012822243218
sampled_1itb_model_318_1itb,0.9670670805776758
sampled_1itb_model_319_1itb,0.93993791334863
sampled_1itb_model_32_1itb,0.9927115670130922
sampled_1itb_model_320_1itb,0.9655823997840464
sampled_1itb_model_321_1itb,0.8567957889053853
