pdb_file,interface_flatness
complex.0_0_10_corrected_H_0001_4g6t,0.9368589743589744
complex.0_0_11_corrected_H_0001_4g6t,0.9634615384615384
complex.0_0_21_corrected_H_0001_4g6t,0.9205128205128204
complex.0_0_22_corrected_H_0001_4g6t,0.9791666666666666
complex.0_0_37_corrected_H_0001_4g6t,0.9721153846153846
complex.0_0_48_corrected_H_0001_4g6t,0.9583333333333334
complex.0_0_49_corrected_H_0001_4g6t,0.9496794871794872
complex.0_10_17_corrected_H_0001_4g6t,0.8403846153846154
complex.0_10_1_corrected_H_0001_4g6t,0.8538461538461538
complex.0_11_10_corrected_H_0001_4g6t,0.8378205128205128
complex.0_11_21_corrected_H_0001_4g6t,0.8544871794871794
complex.0_11_26_corrected_H_0001_4g6t,0.8169871794871795
complex.0_11_31_corrected_H_0001_4g6t,0.8737179487179487
complex.0_11_41_corrected_H_0001_4g6t,0.8471153846153846
complex.0_12_28_corrected_H_0001_4g6t,0.8362179487179487
complex.0_12_29_corrected_H_0001_4g6t,0.8413461538461539
complex.0_12_33_corrected_H_0001_4g6t,0.8769230769230769
complex.0_12_38_corrected_H_0001_4g6t,0.8326923076923077
complex.0_13_12_corrected_H_0001_4g6t,0.8477564102564102
complex.0_13_16_corrected_H_0001_4g6t,0.8368589743589744
complex.0_13_19_corrected_H_0001_4g6t,0.8512820512820513
complex.0_13_1_corrected_H_0001_4g6t,0.8528846153846154
complex.0_13_21_corrected_H_0001_4g6t,0.8477564102564102
complex.0_13_23_corrected_H_0001_4g6t,0.8259615384615384
complex.0_13_38_corrected_H_0001_4g6t,0.8483974358974359
complex.0_13_44_corrected_H_0001_4g6t,0.8330128205128206
complex.0_13_9_corrected_H_0001_4g6t,0.8381410256410257
complex.0_14_23_corrected_H_0001_4g6t,0.844551282051282
complex.0_14_33_corrected_H_0001_4g6t,0.8320512820512821
complex.0_14_49_corrected_H_0001_4g6t,0.8746794871794872
complex.0_14_8_corrected_H_0001_4g6t,0.8275641025641025
complex.0_15_18_corrected_H_0001_4g6t,0.8756410256410256
complex.0_15_22_corrected_H_0001_4g6t,0.823076923076923
complex.0_15_26_corrected_H_0001_4g6t,0.8275641025641025
complex.0_15_33_corrected_H_0001_4g6t,0.8407051282051282
complex.0_15_35_corrected_H_0001_4g6t,0.8554487179487179
complex.0_15_8_corrected_H_0001_4g6t,0.8214743589743589
complex.0_16_18_corrected_H_0001_4g6t,0.8387820512820513
complex.0_16_20_corrected_H_0001_4g6t,0.8336538461538462
complex.0_16_21_corrected_H_0001_4g6t,0.841025641025641
complex.0_16_32_corrected_H_0001_4g6t,0.8516025641025641
complex.0_16_41_corrected_H_0001_4g6t,0.8288461538461539
complex.0_16_42_corrected_H_0001_4g6t,0.8541666666666666
complex.0_16_43_corrected_H_0001_4g6t,0.8503205128205128
complex.0_17_15_corrected_H_0001_4g6t,0.8352564102564103
complex.0_17_4_corrected_H_0001_4g6t,0.8413461538461539
complex.0_17_8_corrected_H_0001_4g6t,0.8426282051282051
complex.0_18_11_corrected_H_0001_4g6t,0.8320512820512821
complex.0_18_8_corrected_H_0001_4g6t,0.8346153846153846
complex.0_1_23_corrected_H_0001_4g6t,0.9230769230769232
complex.0_1_2_corrected_H_0001_4g6t,0.9323717948717948
complex.0_1_45_corrected_H_0001_4g6t,0.9352564102564104
complex.0_1_9_corrected_H_0001_4g6t,0.971474358974359
complex.0_2_11_corrected_H_0001_4g6t,0.9509615384615384
complex.0_2_14_corrected_H_0001_4g6t,0.9387820512820512
complex.0_2_16_corrected_H_0001_4g6t,0.960897435897436
complex.0_2_19_corrected_H_0001_4g6t,0.9458333333333332
complex.0_2_21_corrected_H_0001_4g6t,0.9471153846153846
complex.0_2_22_corrected_H_0001_4g6t,0.9118589743589745
complex.0_2_29_corrected_H_0001_4g6t,0.9416666666666668
complex.0_2_32_corrected_H_0001_4g6t,0.9580128205128206
complex.0_2_34_corrected_H_0001_4g6t,0.9525641025641024
complex.0_2_35_corrected_H_0001_4g6t,0.9387820512820512
complex.0_2_42_corrected_H_0001_4g6t,0.948076923076923
complex.0_3_14_corrected_H_0001_4g6t,0.948076923076923
complex.0_3_17_corrected_H_0001_4g6t,0.9522435897435896
complex.0_3_21_corrected_H_0001_4g6t,0.9541666666666668
complex.0_3_24_corrected_H_0001_4g6t,0.9416666666666668
complex.0_3_39_corrected_H_0001_4g6t,0.9314102564102564
complex.0_3_40_corrected_H_0001_4g6t,0.9102564102564102
complex.0_3_42_corrected_H_0001_4g6t,0.9137820512820513
complex.0_3_8_corrected_H_0001_4g6t,0.9506410256410256
complex.0_3_9_corrected_H_0001_4g6t,0.948076923076923
complex.0_4_23_corrected_H_0001_4g6t,0.946153846153846
complex.0_4_31_corrected_H_0001_4g6t,0.9064102564102564
complex.0_4_49_corrected_H_0001_4g6t,0.9387820512820512
complex.0_5_10_corrected_H_0001_4g6t,0.9458333333333332
complex.0_5_31_corrected_H_0001_4g6t,0.9355769230769232
complex.0_5_34_corrected_H_0001_4g6t,0.9371794871794872
complex.0_5_3_corrected_H_0001_4g6t,0.9397435897435896
complex.0_5_41_corrected_H_0001_4g6t,0.8721153846153846
complex.0_5_44_corrected_H_0001_4g6t,0.9326923076923076
complex.0_5_48_corrected_H_0001_4g6t,0.9439102564102564
complex.0_5_49_corrected_H_0001_4g6t,0.958974358974359
complex.0_5_9_corrected_H_0001_4g6t,0.9182692307692308
complex.0_6_14_corrected_H_0001_4g6t,0.8823717948717948
complex.0_6_18_corrected_H_0001_4g6t,0.8477564102564102
complex.0_6_34_corrected_H_0001_4g6t,0.9256410256410256
complex.0_6_47_corrected_H_0001_4g6t,0.8759615384615385
complex.0_6_8_corrected_H_0001_4g6t,0.8689102564102564
complex.0_7_20_corrected_H_0001_4g6t,0.8708333333333333
complex.0_7_33_corrected_H_0001_4g6t,0.8371794871794872
complex.0_7_41_corrected_H_0001_4g6t,0.8804487179487179
complex.0_8_11_corrected_H_0001_4g6t,0.8692307692307693
complex.0_8_14_corrected_H_0001_4g6t,0.860897435897436
complex.0_8_15_corrected_H_0001_4g6t,0.8628205128205129
complex.0_8_16_corrected_H_0001_4g6t,0.8730769230769231
complex.0_8_25_corrected_H_0001_4g6t,0.8669871794871795
complex.0_8_29_corrected_H_0001_4g6t,0.8631410256410257
complex.0_8_37_corrected_H_0001_4g6t,0.8788461538461538
complex.0_8_39_corrected_H_0001_4g6t,0.8762820512820513
complex.0_8_46_corrected_H_0001_4g6t,0.8637820512820513
complex.0_9_19_corrected_H_0001_4g6t,0.8458333333333333
complex.0_9_26_corrected_H_0001_4g6t,0.8708333333333333
complex.0_9_31_corrected_H_0001_4g6t,0.8416666666666667
complex.0_9_3_corrected_H_0001_4g6t,0.8580128205128205
complex.0_9_48_corrected_H_0001_4g6t,0.878525641025641
complex.1_0_0_corrected_H_0001_4g6t,0.9801282051282052
complex.1_0_12_corrected_H_0001_4g6t,0.9791666666666666
complex.1_0_20_corrected_H_0001_4g6t,0.9823717948717948
complex.1_0_39_corrected_H_0001_4g6t,0.9791666666666666
complex.1_0_6_corrected_H_0001_4g6t,0.971153846153846
complex.1_10_10_corrected_H_0001_4g6t,0.8233974358974359
complex.1_10_12_corrected_H_0001_4g6t,0.8326923076923077
complex.1_10_24_corrected_H_0001_4g6t,0.7897435897435897
complex.1_10_28_corrected_H_0001_4g6t,0.8208333333333333
complex.1_10_2_corrected_H_0001_4g6t,0.8282051282051283
complex.1_10_33_corrected_H_0001_4g6t,0.8060897435897436
complex.1_10_38_corrected_H_0001_4g6t,0.8179487179487179
complex.1_11_20_corrected_H_0001_4g6t,0.8243589743589743
complex.1_11_25_corrected_H_0001_4g6t,0.8256410256410256
complex.1_11_28_corrected_H_0001_4g6t,0.8307692307692308
complex.1_11_30_corrected_H_0001_4g6t,0.8272435897435897
complex.1_11_35_corrected_H_0001_4g6t,0.8253205128205128
complex.1_11_36_corrected_H_0001_4g6t,0.8269230769230769
complex.1_11_47_corrected_H_0001_4g6t,0.8240384615384615
complex.1_11_48_corrected_H_0001_4g6t,0.8198717948717948
complex.1_12_16_corrected_H_0001_4g6t,0.801923076923077
complex.1_12_17_corrected_H_0001_4g6t,0.8317307692307693
complex.1_12_18_corrected_H_0001_4g6t,0.8163461538461538
complex.1_12_25_corrected_H_0001_4g6t,0.8144230769230769
complex.1_12_35_corrected_H_0001_4g6t,0.830448717948718
complex.1_12_41_corrected_H_0001_4g6t,0.8214743589743589
complex.1_12_46_corrected_H_0001_4g6t,0.8112179487179487
complex.1_12_48_corrected_H_0001_4g6t,0.8179487179487179
complex.1_13_11_corrected_H_0001_4g6t,0.8182692307692307
complex.1_13_25_corrected_H_0001_4g6t,0.8214743589743589
complex.1_13_28_corrected_H_0001_4g6t,0.8153846153846154
complex.1_13_3_corrected_H_0001_4g6t,0.8041666666666667
complex.1_14_12_corrected_H_0001_4g6t,0.8108974358974359
complex.1_14_16_corrected_H_0001_4g6t,0.8163461538461538
complex.1_14_20_corrected_H_0001_4g6t,0.8137820512820513
complex.1_14_21_corrected_H_0001_4g6t,0.8137820512820513
complex.1_14_43_corrected_H_0001_4g6t,0.8253205128205128
complex.1_14_47_corrected_H_0001_4g6t,0.8112179487179487
complex.1_15_0_corrected_H_0001_4g6t,0.8163461538461538
complex.1_15_12_corrected_H_0001_4g6t,0.8115384615384615
complex.1_15_17_corrected_H_0001_4g6t,0.8099358974358974
complex.1_15_32_corrected_H_0001_4g6t,0.8163461538461538
complex.1_15_43_corrected_H_0001_4g6t,0.8131410256410256
complex.1_15_45_corrected_H_0001_4g6t,0.8099358974358974
complex.1_15_49_corrected_H_0001_4g6t,0.8128205128205128
complex.1_16_26_corrected_H_0001_4g6t,0.8105769230769231
complex.1_16_33_corrected_H_0001_4g6t,0.8048076923076923
complex.1_16_7_corrected_H_0001_4g6t,0.8134615384615385
complex.1_17_19_corrected_H_0001_4g6t,0.8028846153846154
complex.1_17_21_corrected_H_0001_4g6t,0.8153846153846154
complex.1_17_25_corrected_H_0001_4g6t,0.8182692307692307
complex.1_18_19_corrected_H_0001_4g6t,0.8096153846153846
complex.1_18_6_corrected_H_0001_4g6t,0.8182692307692307
complex.1_19_0_corrected_H_0001_4g6t,0.8118589743589744
complex.1_1_16_corrected_H_0001_4g6t,0.9349358974358974
complex.1_1_19_corrected_H_0001_4g6t,0.9631410256410255
complex.1_1_35_corrected_H_0001_4g6t,0.9596153846153846
complex.1_1_38_corrected_H_0001_4g6t,0.9349358974358974
complex.1_1_8_corrected_H_0001_4g6t,0.9282051282051282
complex.1_2_18_corrected_H_0001_4g6t,0.9080128205128204
complex.1_2_24_corrected_H_0001_4g6t,0.9102564102564102
complex.1_2_26_corrected_H_0001_4g6t,0.9467948717948718
complex.1_2_40_corrected_H_0001_4g6t,0.916025641025641
complex.1_2_43_corrected_H_0001_4g6t,0.9272435897435898
complex.1_2_45_corrected_H_0001_4g6t,0.9144230769230768
complex.1_3_19_corrected_H_0001_4g6t,0.9310897435897436
complex.1_3_23_corrected_H_0001_4g6t,0.9307692307692308
complex.1_3_35_corrected_H_0001_4g6t,0.9112179487179488
complex.1_3_44_corrected_H_0001_4g6t,0.9352564102564104
complex.1_4_0_corrected_H_0001_4g6t,0.9022435897435898
complex.1_4_10_corrected_H_0001_4g6t,0.9201923076923076
