pdb_file,patch_alignment_score,chain_patch_consistency_score,avg_patch_score
complex.0_0_15_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_0_41_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_0_43_corrected_H_0001_2grn,0.6339144215530903,0.6379585326953748,0.6379585326953748
complex.0_10_22_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_10_24_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_10_45_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_10_6_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_11_16_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_11_19_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_11_32_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_11_46_corrected_H_0001_2grn,0.6339144215530903,0.6379585326953748,0.6379585326953748
complex.0_11_48_corrected_H_0001_2grn,0.7923930269413629,0.7974481658692184,0.7974481658692184
complex.0_12_16_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_12_19_corrected_H_0001_2grn,0.6339144215530903,0.6369426751592357,0.6369426751592357
complex.0_12_28_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_13_38_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_13_41_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_13_45_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_13_46_corrected_H_0001_2grn,0.3169572107765451,0.3189792663476874,0.3189792663476874
complex.0_13_47_corrected_H_0001_2grn,0.554675118858954,0.5582137161084529,0.5582137161084529
complex.0_13_49_corrected_H_0001_2grn,0.554675118858954,0.5577689243027889,0.5577689243027889
complex.0_13_6_corrected_H_0001_2grn,0.2377179080824089,0.2394253790901835,0.2394253790901835
complex.0_14_17_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_14_18_corrected_H_0001_2grn,0.554675118858954,0.5577689243027889,0.5577689243027889
complex.0_14_23_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_14_30_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_14_44_corrected_H_0001_2grn,0.3961965134706814,0.3987240829346092,0.3987240829346092
complex.0_14_48_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_15_14_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_15_27_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_15_37_corrected_H_0001_2grn,0.4754358161648178,0.4792332268370607,0.4792332268370607
complex.0_15_41_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_15_42_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_15_6_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_16_14_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_16_19_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_16_24_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_16_35_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_16_40_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_16_47_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_17_1_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_17_20_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_17_38_corrected_H_0001_2grn,0.554675118858954,0.5582137161084529,0.5582137161084529
complex.0_17_40_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_17_6_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_18_18_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_18_22_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_18_26_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_19_3_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_1_23_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_1_24_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_1_2_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_1_34_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_1_36_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_1_8_corrected_H_0001_2grn,0.7923930269413629,0.7974481658692184,0.7974481658692184
complex.0_2_20_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_2_22_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_2_25_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_2_29_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_2_39_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_2_42_corrected_H_0001_2grn,0.554675118858954,0.5591054313099041,0.5591054313099041
complex.0_2_9_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_3_0_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_3_11_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_4_27_corrected_H_0001_2grn,0.3169572107765451,0.3189792663476874,0.3189792663476874
complex.0_4_29_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_4_32_corrected_H_0001_2grn,0.554675118858954,0.5582137161084529,0.5582137161084529
complex.0_4_33_corrected_H_0001_2grn,0.4754358161648178,0.3993610223642172,0.4392971246006389
complex.0_4_39_corrected_H_0001_2grn,0.3169572107765451,0.3189792663476874,0.3189792663476874
complex.0_4_3_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_4_43_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_4_4_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_5_0_corrected_H_0001_2grn,0.554675118858954,0.5595523581135092,0.5595523581135092
complex.0_5_1_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_5_31_corrected_H_0001_2grn,0.3961965134706814,0.3990422984836392,0.3990422984836392
complex.0_5_42_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_6_13_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_6_20_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_6_35_corrected_H_0001_2grn,0.3961965134706814,0.3987240829346092,0.3987240829346092
complex.0_6_36_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_6_43_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_6_47_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_6_9_corrected_H_0001_2grn,0.554675118858954,0.5586592178770949,0.5586592178770949
complex.0_7_10_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_7_15_corrected_H_0001_2grn,0.3961965134706814,0.398406374501992,0.398406374501992
complex.0_7_16_corrected_H_0001_2grn,0.7131537242472267,0.7182761372705506,0.7182761372705506
complex.0_7_46_corrected_H_0001_2grn,0.6339144215530903,0.6374501992031872,0.6374501992031872
complex.0_7_5_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_8_11_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_8_31_corrected_H_0001_2grn,0.8716323296354992,0.8778930566640064,0.8778930566640064
complex.0_8_34_corrected_H_0001_2grn,0.4754358161648178,0.4788507581803671,0.4788507581803671
complex.0_8_38_corrected_H_0001_2grn,0.3961965134706814,0.3993610223642172,0.3993610223642172
complex.0_8_41_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_8_47_corrected_H_0001_2grn,0.554675118858954,0.5573248407643312,0.5573248407643312
complex.0_9_15_corrected_H_0001_2grn,0.4754358161648178,0.4780876494023904,0.4780876494023904
complex.0_9_21_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_9_26_corrected_H_0001_2grn,0.4754358161648178,0.4784688995215311,0.4784688995215311
complex.0_9_32_corrected_H_0001_2grn,0.6339144215530903,0.6384676775738228,0.6384676775738228
complex.0_9_8_corrected_H_0001_2grn,0.3961965134706814,0.3987240829346092,0.3987240829346092
complex.1_0_16_corrected_H_0001_2grn,0.3169572107765451,0.3189792663476874,0.3189792663476874
complex.1_0_22_corrected_H_0001_2grn,0.2377179080824089,0.2394253790901835,0.2394253790901835
complex.1_0_34_corrected_H_0001_2grn,0.6339144215530903,0.6374501992031872,0.6374501992031872
