pdb_file,interface_rsm
complex.0_0_21_corrected_H_0001_1ugh,0.059840580530281
complex.0_0_22_corrected_H_0001_1ugh,0.0843239909097284
complex.0_0_2_corrected_H_0001_1ugh,0.0440093287758699
complex.0_0_30_corrected_H_0001_1ugh,0.0881967077966931
complex.0_0_31_corrected_H_0001_1ugh,0.1279107187011245
complex.0_0_35_corrected_H_0001_1ugh,0.096095234304181
complex.0_0_6_corrected_H_0001_1ugh,0.0614445023015336
complex.0_0_9_corrected_H_0001_1ugh,0.0493622805389659
complex.0_10_0_corrected_H_0001_1ugh,0.0892927860653003
complex.0_10_14_corrected_H_0001_1ugh,0.0960538595737716
complex.0_10_15_corrected_H_0001_1ugh,0.1211028497060713
complex.0_10_25_corrected_H_0001_1ugh,0.1329663731394927
complex.0_10_35_corrected_H_0001_1ugh,0.1316790431825772
complex.0_11_17_corrected_H_0001_1ugh,0.112173625755634
complex.0_11_25_corrected_H_0001_1ugh,0.1449825501920623
complex.0_11_36_corrected_H_0001_1ugh,0.1157633291153672
complex.0_12_0_corrected_H_0001_1ugh,0.1616027204250906
complex.0_12_11_corrected_H_0001_1ugh,0.1403129245529554
complex.0_12_21_corrected_H_0001_1ugh,0.153157741369223
complex.0_12_33_corrected_H_0001_1ugh,0.1398180650715869
complex.0_12_37_corrected_H_0001_1ugh,0.1222805776175518
complex.0_12_42_corrected_H_0001_1ugh,0.1265240323692486
complex.0_12_46_corrected_H_0001_1ugh,0.1297680009715055
complex.0_13_14_corrected_H_0001_1ugh,0.1316127134733948
complex.0_13_17_corrected_H_0001_1ugh,0.1282045682476183
complex.0_14_12_corrected_H_0001_1ugh,0.1360026406998965
complex.0_14_1_corrected_H_0001_1ugh,0.147552208516919
complex.0_14_27_corrected_H_0001_1ugh,0.1334210372346107
complex.0_14_29_corrected_H_0001_1ugh,0.1326760223529113
complex.0_15_10_corrected_H_0001_1ugh,0.143023251917619
complex.0_15_12_corrected_H_0001_1ugh,0.1580652438223703
complex.0_15_26_corrected_H_0001_1ugh,0.1368665230719286
complex.0_15_27_corrected_H_0001_1ugh,0.141940307662386
complex.0_15_2_corrected_H_0001_1ugh,0.1323555316030517
complex.0_15_38_corrected_H_0001_1ugh,0.1267102385007667
complex.0_15_46_corrected_H_0001_1ugh,0.1404229085061488
complex.0_15_9_corrected_H_0001_1ugh,0.1416411197922993
complex.0_16_27_corrected_H_0001_1ugh,0.158218341770466
complex.0_16_29_corrected_H_0001_1ugh,0.1444595460198236
complex.0_16_32_corrected_H_0001_1ugh,0.1565949021858518
complex.0_16_37_corrected_H_0001_1ugh,0.1428395534009187
complex.0_16_44_corrected_H_0001_1ugh,0.1442720496561346
complex.0_17_11_corrected_H_0001_1ugh,0.1371743107075581
complex.0_17_15_corrected_H_0001_1ugh,0.1434287335299527
complex.0_17_17_corrected_H_0001_1ugh,0.136929289450586
complex.0_17_31_corrected_H_0001_1ugh,0.1383322179039163
complex.0_17_45_corrected_H_0001_1ugh,0.1515488309634484
complex.0_17_4_corrected_H_0001_1ugh,0.1389692297745315
complex.0_18_24_corrected_H_0001_1ugh,0.1367327448753286
complex.0_18_9_corrected_H_0001_1ugh,0.1357363594226841
complex.0_19_0_corrected_H_0001_1ugh,0.1393476466699948
complex.0_19_2_corrected_H_0001_1ugh,0.1410038288329264
complex.0_1_0_corrected_H_0001_1ugh,0.0987929872174735
complex.0_1_13_corrected_H_0001_1ugh,0.0702482474907359
complex.0_1_21_corrected_H_0001_1ugh,0.0410781486114008
complex.0_1_34_corrected_H_0001_1ugh,0.0959967282715417
complex.0_1_4_corrected_H_0001_1ugh,0.1093284083580251
complex.0_2_10_corrected_H_0001_1ugh,0.0609964620639932
complex.0_2_12_corrected_H_0001_1ugh,0.0564573963878715
complex.0_2_14_corrected_H_0001_1ugh,0.0845604114038113
complex.0_2_21_corrected_H_0001_1ugh,0.103520400959514
complex.0_2_23_corrected_H_0001_1ugh,0.0615102933382123
complex.0_2_24_corrected_H_0001_1ugh,0.0559612421501172
complex.0_2_38_corrected_H_0001_1ugh,0.0656727063636483
complex.0_2_42_corrected_H_0001_1ugh,0.0554304422245129
complex.0_2_49_corrected_H_0001_1ugh,0.0725811078381177
complex.0_2_5_corrected_H_0001_1ugh,0.11428278174644
complex.0_2_9_corrected_H_0001_1ugh,0.0810423145932289
complex.0_3_15_corrected_H_0001_1ugh,0.0783781633168456
complex.0_3_18_corrected_H_0001_1ugh,0.1000519005764962
complex.0_3_25_corrected_H_0001_1ugh,0.0913660727866183
complex.0_3_26_corrected_H_0001_1ugh,0.0969817447399493
complex.0_3_27_corrected_H_0001_1ugh,0.0975138937297856
complex.0_3_30_corrected_H_0001_1ugh,0.0720556182512289
complex.0_3_34_corrected_H_0001_1ugh,0.0719586082562993
complex.0_3_37_corrected_H_0001_1ugh,0.0888774868840945
complex.0_3_38_corrected_H_0001_1ugh,0.0896465215346002
complex.0_3_3_corrected_H_0001_1ugh,0.1074673640684726
complex.0_3_8_corrected_H_0001_1ugh,0.0494634736240165
complex.0_4_13_corrected_H_0001_1ugh,0.0971118172216828
complex.0_4_24_corrected_H_0001_1ugh,0.1044328740333315
complex.0_4_25_corrected_H_0001_1ugh,0.0934062170325295
complex.0_4_32_corrected_H_0001_1ugh,0.0569753275205208
