pdb_file,interface_rsm
complex.0_0_26_corrected_H_0001_4k12,0.0733130180343833
complex.0_0_32_corrected_H_0001_4k12,0.0762337487706328
complex.0_0_47_corrected_H_0001_4k12,0.0711460594019427
complex.0_10_15_corrected_H_0001_4k12,0.1635905112024277
complex.0_10_22_corrected_H_0001_4k12,0.106558721495442
complex.0_10_26_corrected_H_0001_4k12,0.169100749516733
complex.0_10_41_corrected_H_0001_4k12,0.1081491764535134
complex.0_10_46_corrected_H_0001_4k12,0.1493777153600552
complex.0_11_19_corrected_H_0001_4k12,0.1061530461440229
complex.0_11_33_corrected_H_0001_4k12,0.136734101480154
complex.0_11_44_corrected_H_0001_4k12,0.1080647206744696
complex.0_11_46_corrected_H_0001_4k12,0.1629714802155606
complex.0_12_17_corrected_H_0001_4k12,0.117440282796364
complex.0_12_20_corrected_H_0001_4k12,0.1262121462754371
complex.0_12_26_corrected_H_0001_4k12,0.1388805383182427
complex.0_12_2_corrected_H_0001_4k12,0.1556201752262377
complex.0_12_45_corrected_H_0001_4k12,0.1436283572687806
complex.0_12_7_corrected_H_0001_4k12,0.1422150584602572
complex.0_13_27_corrected_H_0001_4k12,0.1585085015377265
complex.0_13_3_corrected_H_0001_4k12,0.1144923281320736
complex.0_13_7_corrected_H_0001_4k12,0.1229018396601771
complex.0_14_14_corrected_H_0001_4k12,0.1457281229345889
complex.0_14_17_corrected_H_0001_4k12,0.104547456811073
complex.0_14_29_corrected_H_0001_4k12,0.1436031876224734
complex.0_14_2_corrected_H_0001_4k12,0.162163357700531
complex.0_14_31_corrected_H_0001_4k12,0.1555111286238878
complex.0_14_35_corrected_H_0001_4k12,0.1473648364920631
complex.0_14_3_corrected_H_0001_4k12,0.1353078168737627
complex.0_14_41_corrected_H_0001_4k12,0.1430734130317946
complex.0_14_46_corrected_H_0001_4k12,0.1448444198021306
complex.0_14_6_corrected_H_0001_4k12,0.1641936577140004
complex.0_15_22_corrected_H_0001_4k12,0.128898990363765
complex.0_15_26_corrected_H_0001_4k12,0.1673561053581366
complex.0_15_31_corrected_H_0001_4k12,0.1277615704693856
complex.0_15_3_corrected_H_0001_4k12,0.1640766575856135
complex.0_15_45_corrected_H_0001_4k12,0.1471148877234568
complex.0_15_4_corrected_H_0001_4k12,0.1035358461527348
complex.0_16_11_corrected_H_0001_4k12,0.1141199098920796
complex.0_16_14_corrected_H_0001_4k12,0.1596593478636041
complex.0_16_15_corrected_H_0001_4k12,0.1224759410552719
complex.0_16_16_corrected_H_0001_4k12,0.1414128512489351
complex.0_16_34_corrected_H_0001_4k12,0.1356296351309099
complex.0_16_43_corrected_H_0001_4k12,0.1248681020418834
complex.0_16_9_corrected_H_0001_4k12,0.118857308513352
complex.0_17_1_corrected_H_0001_4k12,0.134921963263432
complex.0_17_34_corrected_H_0001_4k12,0.1457358006292688
complex.0_17_36_corrected_H_0001_4k12,0.1327866412507421
complex.0_17_43_corrected_H_0001_4k12,0.1379211903243413
complex.0_17_47_corrected_H_0001_4k12,0.1199601022758363
complex.0_17_5_corrected_H_0001_4k12,0.1481081266860541
complex.0_17_7_corrected_H_0001_4k12,0.1491512019161169
complex.0_17_9_corrected_H_0001_4k12,0.1364980003124744
complex.0_18_32_corrected_H_0001_4k12,0.145913118335795
complex.0_18_34_corrected_H_0001_4k12,0.1447576176966218
complex.0_18_46_corrected_H_0001_4k12,0.1381157099530004
complex.0_1_22_corrected_H_0001_4k12,0.0748277585221723
complex.0_1_43_corrected_H_0001_4k12,0.0949349152797386
complex.0_2_25_corrected_H_0001_4k12,0.1198761715503744
complex.0_2_32_corrected_H_0001_4k12,0.0941839139606824
complex.0_3_16_corrected_H_0001_4k12,0.0949723269002044
complex.0_3_21_corrected_H_0001_4k12,0.0745798694989014
complex.0_3_24_corrected_H_0001_4k12,0.0750355006909491
complex.0_3_26_corrected_H_0001_4k12,0.0708133158452759
complex.0_3_4_corrected_H_0001_4k12,0.105625016690555
complex.0_3_9_corrected_H_0001_4k12,0.079705265895148
complex.0_4_12_corrected_H_0001_4k12,0.0687182036850557
complex.0_4_1_corrected_H_0001_4k12,0.0508437768829567
complex.0_4_34_corrected_H_0001_4k12,0.1193304408820945
complex.0_4_43_corrected_H_0001_4k12,0.1303282832729341
complex.0_4_47_corrected_H_0001_4k12,0.0591608501815694
complex.0_5_17_corrected_H_0001_4k12,0.0783622260689646
complex.0_5_22_corrected_H_0001_4k12,0.0653098856256288
complex.0_5_25_corrected_H_0001_4k12,0.088910583833736
complex.0_5_30_corrected_H_0001_4k12,0.0720326275675376
complex.0_5_36_corrected_H_0001_4k12,0.1615892936448592
complex.0_5_39_corrected_H_0001_4k12,0.093461982553542
complex.0_6_19_corrected_H_0001_4k12,0.114472364363977
complex.0_6_25_corrected_H_0001_4k12,0.0903749003685405
complex.0_6_31_corrected_H_0001_4k12,0.0844430505225639
complex.0_6_34_corrected_H_0001_4k12,0.1002316612931432
complex.0_6_38_corrected_H_0001_4k12,0.1249825399190657
complex.0_6_42_corrected_H_0001_4k12,0.0851754759775687
complex.0_6_9_corrected_H_0001_4k12,0.0940559111196373
complex.0_7_13_corrected_H_0001_4k12,0.077348789143756
complex.0_7_21_corrected_H_0001_4k12,0.1182291055713765
complex.0_7_23_corrected_H_0001_4k12,0.0963539276547636
complex.0_7_39_corrected_H_0001_4k12,0.1131521689218256
complex.0_7_40_corrected_H_0001_4k12,0.1107810627218012
complex.0_7_46_corrected_H_0001_4k12,0.1110554271431652
complex.0_7_47_corrected_H_0001_4k12,0.081584394260985
complex.0_8_0_corrected_H_0001_4k12,0.1232557654280931
complex.0_8_19_corrected_H_0001_4k12,0.1161590153654709
complex.0_8_21_corrected_H_0001_4k12,0.1160053775140879
complex.0_9_13_corrected_H_0001_4k12,0.0957557739778014
complex.0_9_19_corrected_H_0001_4k12,0.1200790656076505
complex.0_9_23_corrected_H_0001_4k12,0.1071758829210742
complex.0_9_30_corrected_H_0001_4k12,0.1697453994075696
complex.0_9_33_corrected_H_0001_4k12,0.1490303079217621
complex.0_9_40_corrected_H_0001_4k12,0.133099235941964
complex.1_0_22_corrected_H_0001_4k12,0.0942522383598416
complex.1_0_41_corrected_H_0001_4k12,0.1055977915425138
complex.1_0_6_corrected_H_0001_4k12,0.0826393265820191
complex.1_10_16_corrected_H_0001_4k12,0.0976345281112597
complex.1_10_18_corrected_H_0001_4k12,0.141751285675359
complex.1_10_38_corrected_H_0001_4k12,0.1073832009398766
complex.1_10_40_corrected_H_0001_4k12,0.1320612687683923
complex.1_10_42_corrected_H_0001_4k12,0.1088841509478412
