pdb_file,patch_alignment_score,chain_patch_consistency_score,avg_patch_score
sampled_2pe6_model_1_2pe6,0.5434782608695652,0.390625,0.4361979166666667
sampled_2pe6_model_10_2pe6,0.6987577639751553,0.703125,0.703125
sampled_2pe6_model_100_2pe6,0.15527950310559,0.156128024980484,0.156128024980484
sampled_2pe6_model_101_2pe6,0.7763975155279503,0.7800312012480499,0.7800312012480499
sampled_2pe6_model_102_2pe6,0.6211180124223602,0.625,0.625
sampled_2pe6_model_103_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_104_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_105_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_106_2pe6,0.4658385093167702,0.46875,0.46875
sampled_2pe6_model_107_2pe6,0.9316770186335404,0.9375,0.9375
sampled_2pe6_model_108_2pe6,0.4658385093167702,0.468384074941452,0.468384074941452
sampled_2pe6_model_109_2pe6,0.6987577639751553,0.703125,0.703125
sampled_2pe6_model_11_2pe6,0.5434782608695652,0.546875,0.546875
sampled_2pe6_model_110_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_111_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_112_2pe6,0.7763975155279503,0.702028081123245,0.7410296411856474
sampled_2pe6_model_113_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_114_2pe6,0.4658385093167702,0.46875,0.46875
sampled_2pe6_model_115_2pe6,0.9316770186335404,0.9375,0.9375
sampled_2pe6_model_116_2pe6,0.5434782608695652,0.546875,0.546875
sampled_2pe6_model_117_2pe6,0.4658385093167702,0.46801872074883,0.46801872074883
sampled_2pe6_model_118_2pe6,0.5434782608695652,0.5460218408736349,0.5460218408736349
sampled_2pe6_model_119_2pe6,0.2329192546583851,0.234009360374415,0.234009360374415
sampled_2pe6_model_12_2pe6,0.7763975155279503,0.78125,0.78125
sampled_2pe6_model_120_2pe6,0.5434782608695652,0.5460218408736349,0.5460218408736349
sampled_2pe6_model_121_2pe6,0.4658385093167702,0.46875,0.46875
sampled_2pe6_model_122_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_123_2pe6,0.3105590062111801,0.3125,0.3125
sampled_2pe6_model_124_2pe6,0.4658385093167702,0.3900156006240249,0.4290171606864275
sampled_2pe6_model_125_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_126_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_127_2pe6,0.5434782608695652,0.46801872074883,0.5070202808112325
sampled_2pe6_model_128_2pe6,0.5434782608695652,0.5460218408736349,0.5460218408736349
sampled_2pe6_model_129_2pe6,0.3881987577639751,0.39032006245121,0.39032006245121
sampled_2pe6_model_13_2pe6,0.15527950310559,0.15625,0.15625
sampled_2pe6_model_130_2pe6,0.5434782608695652,0.546875,0.546875
sampled_2pe6_model_131_2pe6,0.3105590062111801,0.31201248049922,0.31201248049922
sampled_2pe6_model_132_2pe6,0.5434782608695652,0.5460218408736349,0.5460218408736349
sampled_2pe6_model_133_2pe6,0.4658385093167702,0.468384074941452,0.468384074941452
sampled_2pe6_model_134_2pe6,0.6987577639751553,0.702576112412178,0.702576112412178
sampled_2pe6_model_135_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_136_2pe6,0.6211180124223602,0.624512099921936,0.624512099921936
sampled_2pe6_model_137_2pe6,0.3105590062111801,0.3125,0.3125
sampled_2pe6_model_138_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_139_2pe6,0.4658385093167702,0.46875,0.46875
sampled_2pe6_model_14_2pe6,0.3881987577639751,0.390625,0.390625
sampled_2pe6_model_140_2pe6,0.4658385093167702,0.46801872074883,0.46801872074883
sampled_2pe6_model_141_2pe6,0.6987577639751553,0.703125,0.703125
sampled_2pe6_model_142_2pe6,0.3881987577639751,0.3900156006240249,0.3900156006240249
sampled_2pe6_model_143_2pe6,0.3881987577639751,0.39032006245121,0.39032006245121
